Cliente_ID,Edad,Genero,Saldo,Activo,Nivel_de_Satisfaccion
195,79,Masculino,13422.84,True,4
196,62,Femenino,44675.17,False,1
197,25,Femenino,93008.73,True,5
198,77,Femenino,56525.45,False,3
199,43,No especificado,36055.02,True,5
200,63,Masculino,33563.07,True,4
201,20,No especificado,23846.91,False,5
202,49,Femenino,50960.25,False,2
203,22,Femenino,83189.39,False,4
204,51,Femenino,95622.38,True,5
205,30,Femenino,22847.54,False,5
206,61,Masculino,10224.38,True,5
207,76,Femenino,24087.49,False,4
208,24,Masculino,25656.81,True,3
209,58,Femenino,76014.86,False,1
210,77,Femenino,40655.65,True,1
211,41,Femenino,37940.78,False,5
212,60,Masculino,58485.0,True,2
213,54,No especificado,94686.38,True,5
214,77,Femenino,63149.59,False,3
215,72,Masculino,50743.77144888889,False,5
216,18,Femenino,32906.72,True,2
217,75,Masculino,37167.4,True,5
218,46,Masculino,56914.13,True,2
219,49,No especificado,86330.46,True,2
220,71,Femenino,5633.87,True,1
221,33,Femenino,78674.61,False,2
222,77,Femenino,57872.46,False,1
223,67,Masculino,95564.0,False,5
224,24,Masculino,14446.16,True,3
225,55,Masculino,85370.74,False,5
226,21,Masculino,59552.55,False,3
227,21,No especificado,40961.59,False,5
228,58,Masculino,50743.77144888889,True,4
229,79,Masculino,95899.29,False,1
230,27,Masculino,14836.71,False,3
231,53,Masculino,50743.77144888889,False,4
232,49,Femenino,78959.25,False,4
233,52,Masculino,42153.62,False,2
234,23,Femenino,2345.69,False,3
235,48,Femenino,41049.13,True,1
236,47,Femenino,21184.99,False,5
237,65,Femenino,1103.28,True,3
238,71,Femenino,13535.73,True,3
239,66,Femenino,25436.68,False,3
240,76,Masculino,50743.77144888889,False,5
241,49,No especificado,43040.41,False,1
242,49,Masculino,77889.19,False,5
243,20,Femenino,2490.7,False,1
244,38,Femenino,78965.57,False,1
245,38,Femenino,37699.4,False,2
246,25,Femenino,10730.97,True,5
247,49,Femenino,84200.35,True,1
248,68,Femenino,65981.89,False,1
249,48,Masculino,58266.3,True,5
250,45,Masculino,51464.82,False,5
251,75,Masculino,15326.92,True,4
252,59,Masculino,51903.76,False,1
253,35,No especificado,39693.53,True,1
254,56,Masculino,50743.77144888889,True,1
255,49,Masculino,61875.61,False,2
256,25,Masculino,74491.3,True,1
257,48,No especificado,54863.4,False,5
258,46,Femenino,22206.06,True,3
259,60,No especificado,61885.15,True,1
260,76,Masculino,83881.68,True,5
261,30,Masculino,38096.54,False,4
262,18,Femenino,97301.62,False,4
263,58,Masculino,5407.95,False,4
264,74,Femenino,76703.07,False,3
265,69,Femenino,22711.85,False,2
266,59,Femenino,58185.6,False,1
267,39,Femenino,24604.54,True,1
268,73,Masculino,16252.4,False,5
269,58,Masculino,7351.27,True,3
270,32,Femenino,16199.27,True,5
271,22,Femenino,20771.59,True,3
272,61,Masculino,48319.92,False,1
273,19,Masculino,2494.69,False,1
274,22,No especificado,69535.21,True,3
275,71,Femenino,80099.35,True,2
276,68,Femenino,60872.21,False,4
277,60,Femenino,56982.6,False,3
278,75,Masculino,89021.43,False,2
279,48,Masculino,74058.88,True,3
280,70,Masculino,50743.77144888889,False,2
281,53,Masculino,60827.55,False,1
282,36,Femenino,19042.85,True,1
283,28,Femenino,84141.19,True,5
284,38,No especificado,92498.41,False,5
285,49,Masculino,3925.95,True,5
286,19,Femenino,10097.92,False,1
287,49,Femenino,63615.27,True,2
288,60,Masculino,63190.65,False,4
289,24,Masculino,99005.48,False,1
290,25,No especificado,42223.98,True,1
291,58,Femenino,86030.09,False,1
292,33,Femenino,88256.16,True,3
293,66,Femenino,11206.45,True,4
294,72,Femenino,54432.62,True,4
295,63,Femenino,50743.77144888889,True,2
296,72,Femenino,63754.02,True,4
297,69,Femenino,12498.99,True,5
298,57,Femenino,88076.35,True,3
299,45,Femenino,53407.94,False,1
300,43,Masculino,5295.85,True,1
301,59,Masculino,6147.23,False,2
302,65,Femenino,51907.07,False,4
303,64,Masculino,81387.24,False,5
304,66,Femenino,69620.14,False,2
305,57,Masculino,32185.83,False,3
306,55,Masculino,61392.0,False,4
307,49,Masculino,71613.61,False,2
308,66,Masculino,1082.66,True,1
309,50,Masculino,47310.96,True,1
310,78,Masculino,81358.52,True,4
311,22,Femenino,3520.62,True,5
312,19,Femenino,23075.47,True,3
313,27,Masculino,50743.77144888889,True,4
314,49,Masculino,41354.49,False,4
315,21,Masculino,50743.77144888889,False,1
316,76,Masculino,2264.25,False,3
317,44,Femenino,94412.82,True,2
318,59,Masculino,60313.31,True,5
319,56,No especificado,61602.65,False,1
320,72,Masculino,22488.35,False,2
321,68,Femenino,26113.07,False,2
322,40,Femenino,64045.52,True,3
323,52,Femenino,2278.59,True,1
324,67,Masculino,70460.09,False,4
325,76,Femenino,60892.18,False,1
326,26,Femenino,4882.76,False,3
327,52,Masculino,37558.6,True,4
328,79,Femenino,89981.53,True,1
329,49,Femenino,68141.56,True,4
330,49,Masculino,2468.03,False,4
331,39,Femenino,11609.27,False,4
332,76,Femenino,35805.47,True,4
333,49,Femenino,71803.61,True,3
334,68,Femenino,32581.52,False,3
335,75,Masculino,57243.84,True,2
336,30,Masculino,24487.82,True,5
337,48,Masculino,57142.29,False,3
338,19,Masculino,79115.0,True,1
339,47,No especificado,32673.64,True,3
340,58,Femenino,57686.58,True,2
341,42,No especificado,6188.33,False,1
342,19,Femenino,66234.8,False,4
343,54,Femenino,18580.05,True,4
344,49,Femenino,41587.13,False,3
345,61,Masculino,96725.0,False,3
346,49,Femenino,14177.69,False,1
347,49,Masculino,42334.73,False,4
348,24,No especificado,3379.49,False,1
349,30,Masculino,92472.98,False,1
350,57,Masculino,81186.18,False,5
351,52,No especificado,50367.32,True,2
352,33,Masculino,36073.74,True,3
353,25,No especificado,50743.77144888889,False,3
354,78,Femenino,97303.43,False,2
355,21,Masculino,13359.14,False,2
356,49,Masculino,94298.84,False,2
357,26,Femenino,88268.8,False,5
358,37,Femenino,63534.0,False,1
359,35,Femenino,67594.17,True,2
360,44,Femenino,80386.27,False,2
361,35,Masculino,96311.22,True,5
362,49,Femenino,40441.17,False,1
363,78,Masculino,53525.81,False,1
364,53,Masculino,45847.9,True,3
365,41,Masculino,6930.05,False,5
366,34,Masculino,14883.75,False,1
367,39,Femenino,82077.77,True,2
368,47,Masculino,98115.86,False,1
369,51,Masculino,81254.76,False,3
370,78,Masculino,68945.32,False,2
371,43,No especificado,50743.77144888889,True,5
372,18,Masculino,48385.11,True,1
373,78,Femenino,89330.83,True,5
374,68,Femenino,92290.88,False,4
375,57,Femenino,8886.6,False,4
376,49,Masculino,69518.92,False,5
377,63,No especificado,83082.36,True,2
378,63,No especificado,41593.91,False,5
379,72,Femenino,3601.03,True,1
380,77,Masculino,96412.92,False,3
381,33,Masculino,94755.15,False,1
382,19,Femenino,40534.74,True,5
383,54,Masculino,76273.09,False,4
384,44,Masculino,34751.67,True,5
385,30,Femenino,50743.77144888889,True,3
386,22,Femenino,50743.77144888889,True,3
387,33,Masculino,43025.81,True,1
388,66,Masculino,84670.64,True,3
389,73,Masculino,14213.1,True,4
390,18,Femenino,92308.97,True,4
391,53,Femenino,15103.77,True,4
392,49,Femenino,6979.78,False,3
393,78,Masculino,10875.34,False,1
394,55,Masculino,79943.95,False,5
395,43,Masculino,59067.81,True,1
396,49,Femenino,59694.72,True,3
397,49,No especificado,44524.5,True,2
398,24,Masculino,21362.06,True,1
399,49,Masculino,68497.17,False,5
400,34,Femenino,54389.33,True,2
401,68,Femenino,94246.04,False,5
402,20,Masculino,52361.47,True,2
403,29,No especificado,50743.77144888889,False,1
404,49,Femenino,50743.77144888889,False,3
405,21,Femenino,50743.77144888889,True,3
406,65,No especificado,47962.78,False,5
407,65,Femenino,83390.93,False,5
408,50,Masculino,1813.15,False,3
409,24,Femenino,67568.61,False,2
410,40,Femenino,82987.57,True,2
411,40,Masculino,59688.72,False,4
412,52,Masculino,54188.35,False,3
413,58,No especificado,77172.96,False,4
414,30,Masculino,96901.96,True,3
415,73,Femenino,4460.11,True,2
416,71,Femenino,58555.46,False,3
417,73,No especificado,58938.7,False,4
418,53,Masculino,6253.75,False,2
419,37,Masculino,64078.7,True,4
420,61,Femenino,60670.37,False,2
421,25,Masculino,90401.7,False,4
422,32,No especificado,9976.56,False,5
423,32,Femenino,90591.49,True,5
424,47,Femenino,69025.43,True,3
425,67,Femenino,97950.12,False,5
426,74,Masculino,94221.3,False,3
427,33,Masculino,82360.7,True,3
428,36,Femenino,34817.61,False,5
429,54,Femenino,61193.43,False,3
430,45,Masculino,64909.68,False,2
431,18,Masculino,9300.04,False,4
432,40,No especificado,96431.85,False,1
433,62,Femenino,41018.5,True,5
434,55,Femenino,63660.98,False,5
435,49,Masculino,43026.85,True,5
436,63,Femenino,49902.78,False,4
437,45,Femenino,36102.02,True,1
438,44,Masculino,41516.28,False,2
439,55,Masculino,69388.64,True,3
440,51,Masculino,92348.43,True,3
441,54,Masculino,26126.08,False,5
442,77,Femenino,66806.67,True,1
443,36,Masculino,81484.48,True,3
444,43,Femenino,90805.99,True,4
445,66,Masculino,32324.21,False,1
446,51,Femenino,9428.99,False,2
447,29,Femenino,46765.4,True,2
448,57,Femenino,31385.38,False,2
449,71,Masculino,73202.35,False,1
450,29,Femenino,22970.14,True,5
451,45,No especificado,37201.31,False,5
452,76,Femenino,77943.8,False,5
453,25,Femenino,38640.83,False,2
454,68,Masculino,64630.75,True,5
455,32,Femenino,5471.9,False,5
456,34,No especificado,57736.1,False,4
457,49,Femenino,45180.06,False,2
458,44,Femenino,73923.26,False,1
459,36,Femenino,23270.85,False,1
460,72,Femenino,24910.91,False,2
461,41,Femenino,19529.01,False,5
462,73,Masculino,87655.44,True,5
463,40,Masculino,50949.1,True,1
464,74,Femenino,42586.15,True,5
465,56,Masculino,85052.83,False,4
466,51,Femenino,50743.77144888889,False,4
467,25,No especificado,96660.75,True,5
468,23,Femenino,50743.77144888889,False,1
469,45,Femenino,61971.72,True,1
470,49,Masculino,85757.07,False,2
471,51,Masculino,55208.22,True,1
472,78,Masculino,38061.7,False,4
473,31,Femenino,85299.95,True,2
474,45,No especificado,88649.14,False,5
475,34,Masculino,20351.08,True,5
476,26,Masculino,99339.77,False,2
477,49,Masculino,23215.81,True,1
478,19,Femenino,97724.63,False,2
479,68,Masculino,50743.77144888889,True,5
480,35,Femenino,83108.14,False,4
481,78,Masculino,42599.96,True,1
482,37,Masculino,5406.8,False,5
483,76,Femenino,94418.73,True,1
484,77,Femenino,71452.29,False,2
485,25,Masculino,45799.26,False,4
486,78,Femenino,50743.77144888889,False,3
487,45,Femenino,19028.16,False,2
488,47,Masculino,49876.56,False,1
489,79,Femenino,15685.5,True,3
490,55,Femenino,62388.54,False,3
491,65,Masculino,3494.83,True,3
492,18,Masculino,2990.15,True,3
493,64,No especificado,76723.69,True,2
494,30,No especificado,92468.17,False,5
495,58,Masculino,10345.08,False,1
496,63,Femenino,77148.56,True,1
497,48,Femenino,42840.56,True,3
498,49,Masculino,70956.24,False,2
499,38,Femenino,95931.64,False,3
500,28,Masculino,70179.27,False,4
501,73,Femenino,49488.85,True,4
502,23,Femenino,34416.4,False,5
503,43,Femenino,94629.18,True,4
504,60,Femenino,97678.79,False,4
505,49,Masculino,86289.2,True,4
506,24,Masculino,99443.84,True,5
507,36,Masculino,52941.07,True,2
508,77,Masculino,60599.03,False,3
509,77,Masculino,19277.81,False,1
510,48,No especificado,50743.77144888889,True,4
511,56,Masculino,34812.83,True,3
512,74,Masculino,15197.83,False,1
513,34,Masculino,22098.63,True,3
514,42,Femenino,37702.63,False,2
515,34,Femenino,58090.77,False,5
516,27,Masculino,47088.65,True,1
517,70,Masculino,50743.77144888889,False,1
518,27,Masculino,23662.74,False,2
519,38,Femenino,77383.26,False,2
520,49,Masculino,24660.89,False,1
521,66,Masculino,48622.67,False,4
522,49,Femenino,81132.99,True,3
523,53,Masculino,8075.48,True,1
524,57,Femenino,10804.84,True,3
525,73,Femenino,74122.19,True,2
526,68,Masculino,49051.13,True,1
527,31,Masculino,86219.66,True,5
528,63,Femenino,54173.93,True,2
529,49,Femenino,27842.58,False,2
530,77,Femenino,50743.77144888889,True,1
531,49,Femenino,58682.18,True,4
532,61,Femenino,1963.23,False,5
533,49,Masculino,56634.88,False,5
534,73,Femenino,31819.4,True,4
535,51,Masculino,60636.65,True,5
536,46,Masculino,61704.53,True,3
537,54,Femenino,95889.53,True,5
538,54,Masculino,39016.1,True,4
539,38,Masculino,14979.16,True,2
540,46,Masculino,65276.88,True,2
541,43,Femenino,63706.7,True,3
542,49,Femenino,22674.8,False,2
543,50,Femenino,44618.24,True,5
544,59,Femenino,39438.08,True,4
545,74,Femenino,81539.9,False,1
546,65,Femenino,17338.01,False,3
547,48,No especificado,6363.03,False,2
548,20,Femenino,35371.92,False,4
549,78,Femenino,78260.4,False,4
550,21,Masculino,50743.77144888889,False,1
551,20,Femenino,80976.49,False,5
552,78,Masculino,50743.77144888889,False,2
553,26,Femenino,90071.88,True,5
554,65,Masculino,59935.18,True,2
555,68,Femenino,89997.16,True,4
556,51,Femenino,25126.74,True,5
557,54,Femenino,28607.7,False,5
558,26,Masculino,93057.01,False,5
559,50,Femenino,74955.26,False,2
560,22,Masculino,79868.3,True,4
561,58,Femenino,75299.26,True,4
562,47,Masculino,50743.77144888889,True,3
563,66,Masculino,25364.69,True,4
564,32,Femenino,12824.3,False,1
565,37,Femenino,50743.77144888889,False,5
566,28,Femenino,32307.41,True,2
567,20,Masculino,58118.01,False,5
568,49,Femenino,38641.24,True,1
569,30,Femenino,75562.85,True,5
570,73,Masculino,89011.85,True,5
571,61,Femenino,8308.93,True,4
572,70,Masculino,50743.77144888889,False,1
573,77,Femenino,61926.64,True,5
574,51,Masculino,61396.8,False,1
575,30,Masculino,67573.96,True,3
576,21,Femenino,30479.01,True,4
577,60,Masculino,34032.07,False,4
578,46,Masculino,95559.67,False,4
579,52,Femenino,46942.04,True,1
580,39,Masculino,50743.77144888889,False,4
581,28,Femenino,45263.89,True,2
582,49,Femenino,17286.22,True,4
583,77,Femenino,2206.17,True,4
584,22,Masculino,22224.75,True,3
585,71,Femenino,82645.54,True,2
586,56,Femenino,32549.34,True,4
587,51,Masculino,89185.25,True,1
588,21,Femenino,99239.39,False,5
589,49,Masculino,15860.47,False,5
590,22,Masculino,87415.88,False,1
591,30,Femenino,51542.63,False,1
592,39,Femenino,35325.4,False,5
593,71,Femenino,21315.61,True,5
594,49,Femenino,2264.69,False,5
595,26,No especificado,95845.85,False,4
596,57,Femenino,56309.84,False,5
597,69,No especificado,94356.28,False,1
598,49,Masculino,9195.81,False,4
599,46,Femenino,53620.74,True,1
600,65,Masculino,40314.83,True,5
601,58,No especificado,13475.5,False,3
602,68,Femenino,94851.29,True,2
603,46,No especificado,40151.28,False,3
604,49,Masculino,50743.77144888889,False,1
605,53,No especificado,7339.78,True,4
606,55,Femenino,9635.1,False,1
607,74,Masculino,93427.78,True,2
608,79,Femenino,66228.81,True,3
609,69,Femenino,43266.41,False,1
610,49,Masculino,6161.01,False,1
611,62,Masculino,47795.73,True,1
612,60,Femenino,76272.44,True,1
613,21,Masculino,33110.04,False,1
614,55,Masculino,50743.77144888889,True,1
615,34,Femenino,11517.12,False,3
616,78,Masculino,68713.86,False,2
617,31,Masculino,6896.55,False,2
618,36,Masculino,43591.67,False,3
619,21,No especificado,50743.77144888889,False,2
620,18,Masculino,7162.38,True,2
621,53,Masculino,67038.02,True,5
622,55,Femenino,41909.76,True,5
623,79,Femenino,50898.76,True,5
624,41,Masculino,19148.87,True,2
625,71,Masculino,66899.72,True,4
626,66,Masculino,96810.31,False,1
627,33,Masculino,72021.22,False,1
628,55,Masculino,76488.2,False,1
629,37,Masculino,50743.77144888889,False,1
630,24,Femenino,50743.77144888889,False,3
631,78,No especificado,50743.77144888889,False,2
632,49,Masculino,72430.06,True,3
633,74,Masculino,47633.66,False,3
634,53,Masculino,84770.0,False,5
635,49,Femenino,2428.13,True,3
636,49,Masculino,63746.43,True,4
637,49,Femenino,44214.77,False,5
638,46,Femenino,70646.53,False,1
639,49,Masculino,79730.73,True,2
640,79,Masculino,50743.77144888889,True,2
641,24,Masculino,50743.77144888889,False,2
642,49,Femenino,50743.77144888889,False,3
643,65,Femenino,14157.3,True,4
644,78,Femenino,32287.39,True,4
645,21,Masculino,26959.41,True,4
646,63,Femenino,28146.83,True,3
647,59,Femenino,50743.77144888889,True,4
648,31,Masculino,17995.21,True,2
649,78,Femenino,55361.03,True,1
650,57,Masculino,91010.05,True,1
651,51,Masculino,69209.32,False,3
652,73,Masculino,82847.3,True,4
653,52,Femenino,4375.48,True,1
654,79,Masculino,69189.9,False,2
655,33,Femenino,4746.96,False,2
656,54,Masculino,44452.28,True,2
657,47,Femenino,5332.26,False,4
658,66,Femenino,89796.81,False,1
659,25,Femenino,78877.57,False,3
660,56,Femenino,85529.63,True,1
661,49,Masculino,96083.18,True,4
662,53,Femenino,57124.19,False,4
663,43,Masculino,73583.54,False,5
664,52,Masculino,92052.92,False,2
665,26,Masculino,50743.77144888889,False,1
666,47,Masculino,21495.59,True,4
667,69,Masculino,25429.34,True,4
668,55,No especificado,19191.1,True,4
669,26,Femenino,50743.77144888889,True,5
670,29,Femenino,50715.93,True,5
671,49,Masculino,94695.91,True,5
672,49,Masculino,74460.06,True,4
673,18,Masculino,92169.76,False,5
674,49,Masculino,50743.77144888889,False,5
675,32,Femenino,58168.27,True,5
676,40,Masculino,47417.48,False,4
677,42,Masculino,75949.85,True,5
678,49,Masculino,74689.77,True,4
679,64,Femenino,66486.33,True,2
680,45,Masculino,6400.99,True,1
681,59,Femenino,72173.12,False,1
682,68,Masculino,36183.42,False,1
683,43,Femenino,47387.63,False,3
684,60,Masculino,45493.02,True,1
685,36,Femenino,50168.61,True,3
686,38,Masculino,50743.77144888889,True,5
687,62,Masculino,98647.48,True,4
688,78,No especificado,32888.8,True,4
689,23,No especificado,10198.95,True,3
690,45,Femenino,75595.62,False,2
691,24,Masculino,51339.77,True,2
692,61,Masculino,81942.56,True,2
693,55,Masculino,79818.48,True,5
694,71,Masculino,35424.58,False,4
695,29,Masculino,28405.83,True,3
696,69,Masculino,58108.79,False,3
697,27,Masculino,8844.06,True,2
698,42,Femenino,65528.11,False,3
699,49,Masculino,96488.32,True,3
700,40,No especificado,26591.65,True,1
701,45,No especificado,50743.77144888889,False,4
702,64,Femenino,84445.78,True,4
703,56,Femenino,85880.41,False,4
704,19,Masculino,2343.22,True,3
705,39,Masculino,84843.03,False,1
706,59,Femenino,84207.02,False,3
707,22,Masculino,47883.6,False,5
708,56,Masculino,91830.81,False,1
709,26,Femenino,11535.72,False,1
710,73,Masculino,81407.15,False,4
711,67,Masculino,13512.6,False,2
712,28,Femenino,11567.92,False,4
713,61,Masculino,47948.79,False,1
714,49,No especificado,93085.98,False,4
715,63,Femenino,23564.82,True,1
716,49,Masculino,76290.47,False,5
717,33,Masculino,27824.9,False,4
718,23,Masculino,50743.77144888889,False,1
719,24,Masculino,24017.89,True,3
720,47,Femenino,18364.08,False,2
721,64,Masculino,27758.14,False,5
722,59,Femenino,4123.64,True,2
723,49,Masculino,72590.91,False,1
724,73,Masculino,50743.77144888889,False,4
725,75,Femenino,43237.21,False,5
726,25,Femenino,55621.47,False,4
727,41,Femenino,79304.35,False,1
728,40,No especificado,93448.41,False,2
729,58,Femenino,34578.13,False,1
730,62,No especificado,50715.71,False,1
731,31,Femenino,19826.29,True,3
732,55,Masculino,33621.19,True,4
733,47,Femenino,24844.54,False,5
734,67,Masculino,50743.77144888889,False,1
735,39,No especificado,50989.75,False,4
736,60,Femenino,36561.85,False,3
737,58,Masculino,15303.53,False,1
738,22,Femenino,49266.47,False,1
739,23,Masculino,16309.66,False,2
740,49,Masculino,74398.49,False,4
741,68,Masculino,60194.29,False,3
742,75,Femenino,70304.24,True,3
743,32,Masculino,96791.31,False,4
744,34,Masculino,50743.77144888889,False,3
745,49,Masculino,50743.77144888889,False,1
746,49,Masculino,72266.29,False,5
747,56,Masculino,32001.96,True,1
748,49,No especificado,4988.24,False,1
749,46,Femenino,27072.17,True,1
750,64,Femenino,35977.89,False,5
751,24,Femenino,50938.22,False,1
752,65,Femenino,79156.1,False,4
753,68,Femenino,50743.77144888889,False,5
754,49,Femenino,18698.07,False,4
755,49,Femenino,91465.16,True,2
756,49,Femenino,28717.44,False,2
757,57,Femenino,19037.05,False,3
758,40,Masculino,44953.84,False,5
759,18,Masculino,50743.77144888889,True,1
760,54,Masculino,55126.94,False,5
761,64,Femenino,37779.84,False,3
762,69,Femenino,29322.24,False,4
